corpus,model,kfold,model_num,epoch,discrepancy,train_acc,train_f1,train_p,train_r,train_qwk,vali_acc,vali_f1,vali_p,vali_r,vali_qwk,test_acc,test_f1,test_p,test_r,test_qwk,time_taken
weebit,bert,1,5,1.1980830670926517,0.07578833276427743,0.8916,0.8910639191442932,0.8913566298172365,0.8913566298172365,0.9663442160419186,0.8141025641025641,0.8152755863800157,0.8183886270424732,0.8183886270424732,0.9276315789473684,0.865814696485623,0.8637331200840674,0.8648345648863985,0.8648345648863985,0.9548693586698337,2164.815273284912
weebit,bert,1,6,1.3961661341853036,0.04744992902347711,0.898,0.8975892024602408,0.9060634725398884,0.9060634725398884,0.9667685255920551,0.8525641025641025,0.8501392734367637,0.8732321753317971,0.8732321753317971,0.9330289193302892,0.853035143769968,0.8516578048377338,0.8650996542488928,0.8650996542488928,0.9455630126771066,2266.5131528377533
weebit,bert,1,7,1.5942492012779552,0.05129923860121499,0.8788,0.8760236078502538,0.900117390929049,0.900117390929049,0.9641687536120208,0.8301282051282052,0.8247243692490388,0.8659433271309235,0.8659433271309235,0.9397967161845191,0.8434504792332268,0.840562571683581,0.8657879169061278,0.8657879169061278,0.948971820258949,2350.829464197159
weebit,bert,1,8,1.792332268370607,0.06726558392438253,0.936,0.9360216313360903,0.9373097618008843,0.9373097618008843,0.9804461039599096,0.8685897435897436,0.8687560474117078,0.8836603211603212,0.8836603211603212,0.9508716323296355,0.8785942492012779,0.8790072918907121,0.8853824469084759,0.8853824469084759,0.9612403100775194,2431.798991918564
weebit,bert,1,9,1.9904153354632588,0.07252709343423047,0.9252,0.9242960018380003,0.9272941763620767,0.9272941763620767,0.9782917427470075,0.8525641025641025,0.8517689084037698,0.8565845704003598,0.8565845704003598,0.9448559670781893,0.8753993610223643,0.8718154263202187,0.8788620955419435,0.8788620955419435,0.9611650485436893,2510.9166996479034
weebit,bert,1,10,2.198083067092652,0.07912008133495563,0.9356,0.9356414980400436,0.939191152614215,0.939191152614215,0.9793974732750242,0.8589743589743589,0.856521416705088,0.8773742433789125,0.8773742433789125,0.9387121799844841,0.8562300319488818,0.8552557410807153,0.8626474563774883,0.8626474563774883,0.9541284403669725,2590.658222436905
weebit,bert,1,11,2.3961661341853033,0.08537958145727031,0.9612,0.9611862557342749,0.9611786092261616,0.9611786092261616,0.9887932759655793,0.875,0.8758066742770045,0.8863922773043844,0.8863922773043844,0.9545816733067729,0.8881789137380192,0.8878110492992124,0.8882789497588173,0.8882789497588173,0.9631949882537196,2663.217304468155
weebit,bert,1,12,2.594249201277955,0.09184214206823649,0.96,0.9600895593659232,0.9612464898379643,0.9612464898379643,0.98779046868846,0.8685897435897436,0.8682474172976867,0.8867666121271892,0.8867666121271892,0.953579858379229,0.8785942492012779,0.8784517468834242,0.8868766566450274,0.8868766566450274,0.9616564417177914,2735.80105137825
weebit,bert,1,13,2.792332268370607,0.10822765846774118,0.97,0.9701691222327344,0.9708760807792208,0.9708760807792208,0.9913286155686235,0.8621794871794872,0.8619414637649933,0.8835724460724459,0.8835724460724459,0.9519306540583137,0.8913738019169329,0.8910833575370316,0.8923534701457073,0.8923534701457073,0.9640625,2808.3311562538147
weebit,bert,1,14,2.9904153354632586,0.09119958361556846,0.9696,0.969710959610769,0.9700547609979596,0.9700547609979596,0.9909154437456325,0.8782051282051282,0.8785113759952006,0.892027510273478,0.892027510273478,0.9556962025316456,0.8913738019169329,0.8908476690648167,0.8914838297535047,0.8914838297535047,0.9640062597809077,2881.0563690662384
weebit,bert,2,0,0.19808306709265175,7.744566472389636e-05,0.3688,0.3280248957226416,0.5308970001172778,0.5308970001172778,0.4171671671671672,0.3685897435897436,0.3281023413873655,0.5232086626823469,0.5232086626823469,0.41990049751243785,0.3769968051118211,0.33283498659533106,0.49131032221723486,0.49131032221723486,0.43000000000000005,2960.2080132961273
weebit,bert,2,1,0.3961661341853035,0.0133378996882898,0.7224,0.7095271883901407,0.7611237081444163,0.7611237081444163,0.9012001714530647,0.7083333333333334,0.6961892887018509,0.7445359206623461,0.7445359206623461,0.8936535162950258,0.6773162939297125,0.6612297785380586,0.7233708735655875,0.7233708735655875,0.8791018998272884,3032.8314888477325
weebit,bert,2,2,0.5942492012779552,0.016890522238894645,0.844,0.841666520340281,0.8530398535527492,0.8530398535527492,0.9413320736891828,0.8269230769230769,0.8247759981013864,0.8332316140414465,0.8332316140414465,0.9337395277989338,0.8115015974440895,0.8074522852529654,0.8204725298379051,0.8204725298379051,0.9307228915662651,3105.4572191238403
weebit,bert,2,3,0.792332268370607,0.0658900393111248,0.85,0.8464065759146179,0.8658852844947965,0.8658852844947965,0.9424563412539364,0.7884615384615384,0.7805165366034931,0.8021000677250677,0.8021000677250677,0.9189189189189189,0.8338658146964856,0.8291464894271889,0.8468615793569176,0.8468615793569176,0.9365325077399381,3178.8431317806244
weebit,bert,2,4,0.9904153354632588,0.06281571376737194,0.9004,0.900258257617156,0.9073514037194449,0.9073514037194449,0.9695014662756598,0.8365384615384616,0.8374425438497841,0.8450422269353401,0.8450422269353401,0.9496402877697842,0.8690095846645367,0.8696156313968263,0.8857799482775917,0.8857799482775917,0.9654088050314465,3260.0598406791687
weebit,bert,2,5,1.1980830670926517,0.06507277751561213,0.9304,0.9305049415501935,0.9311726312420832,0.9311726312420832,0.9788920820533148,0.8653846153846154,0.8654321640345813,0.865813266486925,0.865813266486925,0.9512987012987013,0.8977635782747604,0.8982004441060235,0.8990791400819227,0.8990791400819227,0.9646302250803859,3339.8731791973114
weebit,bert,2,6,1.3961661341853036,0.09092082763507114,0.9376,0.9370355823682898,0.9377692947922441,0.9377692947922441,0.9798498617147373,0.8493589743589743,0.8461147547332186,0.8543132667761444,0.8543132667761444,0.9408945686900958,0.8817891373801917,0.8805809890126536,0.8820299289866383,0.8820299289866383,0.9608313349320543,3420.5009021759033
weebit,bert,2,7,1.5942492012779552,0.06888513282383368,0.9272,0.9267236090903185,0.9338727615832497,0.9338727615832497,0.9724118042872248,0.8621794871794872,0.8578384762664848,0.8719413953950325,0.8719413953950325,0.9432789432789432,0.8722044728434505,0.870164047495286,0.8735936671366299,0.8735936671366299,0.9506933744221879,3497.1688566207886
weebit,bert,2,8,1.792332268370607,0.06886044036951922,0.9456,0.9453814464711698,0.9485906835187888,0.9485906835187888,0.9818287824312506,0.8782051282051282,0.8765210061016506,0.8815036765818015,0.8815036765818015,0.95141065830721,0.8753993610223643,0.8746990481503981,0.8779853153302217,0.8779853153302217,0.9582689335394127,3569.9518296718597
weebit,bert,2,9,1.9904153354632588,0.06541387753816608,0.9032,0.901412241960724,0.9267689218334919,0.9267689218334919,0.9747618579986251,0.8365384615384616,0.8359983644225579,0.8769717695498946,0.8769717695498946,0.9568690095846646,0.8434504792332268,0.841791105756956,0.8872969329298316,0.8872969329298316,0.9589257503949447,3643.157924413681
weebit,bert,2,10,2.198083067092652,0.08461934735335408,0.9652,0.9651007433211553,0.9653989238804803,0.9653989238804803,0.9887195725311696,0.8814102564102564,0.8804813959678012,0.8821929372710622,0.8821929372710622,0.9553933495539335,0.8977635782747604,0.8982177700204531,0.8995451140527492,0.8995451140527492,0.9696969696969697,3716.93500828743
weebit,bert,2,11,2.3961661341853033,0.09685046937771524,0.9688,0.9687229922173106,0.9691513489084016,0.9691513489084016,0.9901873327386262,0.8717948717948718,0.8718725228395954,0.8725114294276677,0.8725114294276677,0.95603517186251,0.8817891373801917,0.8830505949208592,0.8948230819318601,0.8948230819318601,0.9685534591194969,3802.129847049713
